protein_A,protein_B,interacts
O94953,P83916,Yes
Q14050,P05556,Yes
O15235,P51784,Yes
P09104,P22061,No
O95163,O95376,No
O43312,O95831,No
P60033,P04899,No
Q9UHY7,Q9BWV1,No
Q9Y6K8,P52209,No
Q9NRS6,O14678,No
O43312,Q9BPX5,No
Q9Y294,P46100,No
P14314,O60260,Yes
P39687,P40306,No
P42858,Q9H4T2,No
Q9Y2W2,Q96AE4,No
Q8WY91,Q99759,No
Q08495,Q8NCD3,No
Q13574,P21127,No
Q9Y2S7,O75208,No
Q06323,P22234,No
Q03013,P78560,No
P18206,P05305,No
P61006,P13727,No
O94761,Q96EH3,Yes
P22392,Q9H3S7,Yes
O60234,P56945,No
Q9Y6N7,P26885,No
Q9H8U3,Q15907,No
P51114,Q99719,No
P48443,Q13158,No
Q9NYY3,P31943,No
Q13885,P16152,No
P32456,O75874,No
P84090,P16152,No
Q9NTM9,O00257,No
P04049,Q9H4M7,Yes
Q6P1J9,P48643,Yes
Q15645,Q9NWS0,Yes
P49419,Q15011,No
P46531,Q00597,Yes
Q9P2J2,Q149N8,No
P07602,P16435,No
Q6PI98,Q96AP0,No
Q6IAA8,P23528,No
P35475,P35579,No
P07858,P04844,No
O00273,Q9H1I8,No
Q9GZT6,O14717,No
Q12852,Q9P2J2,No
P68871,Q13459,No
P43250,Q12929,No
P27986,Q00610,Yes
P63167,Q9Y2J2,Yes
Q12962,Q9Y265,No
P12931,P25445,Yes
P14618,Q9Y2J2,No
O76061,Q9BWV1,No
P04406,P14923,Yes
P78364,P83916,No
Q14790,Q92598,No
Q13501,P12931,No
P55789,Q14203,No
Q9UPT6,P59665,No
O95994,P62826,Yes
Q14181,P19793,No
Q92990,Q96Q04,No
P39748,Q92879,No
Q99653,Q15388,No
P29074,P17028,No
Q13330,P52209,No
P49419,P06746,No
Q15047,P16435,No
Q12772,Q96EP1,No
O43252,Q149N8,No
P26358,P24522,Yes
P37268,P52565,No
P51693,P51513,No
Q969W0,O14678,No
P47897,Q99081,Yes
P60520,Q8WUM4,Yes
P29074,Q09013,No
P48443,P17540,No
Q8N2Y8,P00533,Yes
P61221,P55769,Yes
P04637,Q92995,No
P56962,P14866,Yes
P22234,O60885,Yes
Q15121,P30044,No
P27448,P16152,No
P17174,P32004,No
O75251,O95831,No
Q92879,Q8IYT8,No
O14678,P17858,No
P39687,O14678,No
P31689,P09960,No
Q8TBC3,P07305,No
O43583,P60174,No
P0CG48,Q15388,Yes
Q13459,P16403,Yes
P00533,O43252,No
P13686,Q13625,No
P02775,O15381,No
Q9Y6N7,Q96EP1,No
P49736,O60260,Yes
P68036,O43240,No
P27707,Q9NX58,No
Q92990,Q14807,No
Q13332,Q9UHF0,No
Q9H1J1,O60828,No
P61289,P35579,Yes
O60885,O00273,Yes
Q9NYY3,Q9Y4W6,No
Q9H0H5,Q13113,No
P23284,P62937,Yes
P54105,Q9BRS2,Yes
Q9Y4P8,O15530,No
Q08495,O95696,No
P30086,P08243,Yes
P53350,Q08379,Yes
P02771,P04183,No
Q9H0H5,Q9NYQ6,No
Q9NQC3,Q96BY9,No
Q9NVJ2,P01040,No
O60502,Q16543,Yes
Q13227,O60234,No
O95568,Q9H5I1,No
Q9BQ04,Q9NPJ4,No
P51114,O75534,Yes
Q13432,Q9NS87,No
P00966,P04899,No
P21246,P18848,No
Q03468,Q13330,Yes
P18206,Q96HS1,No
P11309,Q96BY9,No
Q9H1J1,P01033,No
P49419,O15496,No
Q13332,O14777,No
O15371,O43583,Yes
P23381,Q96EP1,No
Q9H492,Q9Y6Y0,No
Q92597,Q9H1I8,No
P61011,P62979,Yes
Q9Y4P8,P04179,No
Q04446,O60315,No
P39748,O00762,No
P49419,Q13123,No
Q13523,O43809,Yes
Q9NTK5,P04179,No
Q99584,Q9BY11,No
O60333,Q14807,Yes
Q7L5N1,Q9NPJ4,No
P08670,P02774,No
Q14240,Q9UNN5,No
P13747,Q96AE4,No
Q9Y5U2,Q8N2Y8,No
O95251,P50570,No
Q8WYH8,P24941,Yes
Q9NZD4,Q9BX70,No
Q8IWV7,Q9Y6I3,No
P68104,Q8N8Q3,No
Q9NWY4,P20827,No
O00422,O00305,No
P61956,Q14240,Yes
Q9GZQ8,O75319,No
P68104,P05556,Yes
P11142,Q96RL1,No
P54578,P30084,Yes
Q13526,P53041,No
Q9Y4W6,P04183,No
O76003,O94762,No
Q9Y4G2,Q8IYB7,No
Q9UQ90,O15031,No
Q96JB3,O15211,No
P49321,P54274,No
P61956,P48643,No
Q9UER7,Q9BSI4,Yes
Q8N6T7,P12956,Yes
Q12852,Q96CD2,No
P00533,P12004,Yes
Q14240,Q13469,No
P02647,Q99417,No
Q9UKM9,P06396,No
O95445,P05154,No
O43809,Q10570,Yes
Q13523,O75874,No
P53350,Q15005,No
Q9BQ04,Q15119,No
P27448,Q08116,No
Q12809,P14555,No
O15235,P26373,Yes
O95445,Q9Y6H5,No
P06493,P20700,Yes
O14744,P31943,Yes
P14618,P09429,No
P46100,P60484,Yes
Q9HC35,P20338,No
P41220,P04899,Yes
O43390,P98175,Yes
Q12852,O00257,No
Q13526,Q13625,No
P68104,Q96PU5,No
Q96CT7,Q12906,Yes
O95273,P05231,No
P59665,Q9H4T2,No
Q9H1J1,Q92575,No
P12830,Q16236,Yes
P68036,Q9H1D9,No
P62937,O95994,No
P52788,Q96L34,No
O95445,Q12988,No
Q9UQF2,Q9GZQ8,No
Q13523,Q9BXR0,No
Q9Y2W2,O14531,No
P49458,P62861,Yes
Q9BZI7,Q92598,No
Q6PI98,Q02363,No
Q9UNN5,Q8IWE5,No
P04637,Q96P48,No
Q9NX46,P33240,No
P59665,Q9HA47,No
P10451,O43240,No
Q96IZ0,Q13951,No
Q8N6T3,O00267,No
P22234,O00151,No
Q9BV38,Q13823,Yes
Q9BXR0,P05154,No
Q13813,P11441,Yes
Q09472,P49736,Yes
Q01082,Q7LDG7,No
P38936,Q96P48,No
P08670,Q9BXR0,No
P32456,P48443,No
Q8TDM6,Q9NX09,No
P01023,Q09013,No
P02774,Q14690,Yes
O60260,P07437,Yes
Q9UHX1,P49759,No
P49736,Q9P1W9,No
Q00597,P61970,Yes
P26641,Q9Y2V2,No
Q6IAA8,P24666,No
P43034,P12429,No
O00422,P17936,No
Q15645,P52757,No
O43570,Q96EA4,No
Q14155,P46100,No
P21964,P33552,No
Q9P287,Q9NPH0,No
Q8NE71,Q92995,No
Q13501,P01033,No
Q8IYT8,P60520,Yes
P68871,Q13085,No
P38936,P26447,No
Q969G6,Q9H0E2,No
Q9H0B6,Q9H3S7,Yes
P42858,P49458,Yes
Q96CD2,P62826,No
P05556,P61026,Yes
P30086,P22607,No
O14976,P62820,No
Q9HC35,Q13200,No
Q14240,O00305,No
Q13459,O43639,No
Q03013,P62826,No
Q16643,P46531,No
Q96JB3,P50591,No
P36957,P07814,No
P39748,O60921,Yes
Q16881,P04792,No
Q99700,P06730,Yes
O75962,P04183,No
Q8TBC3,Q9H4M7,Yes
Q92692,Q99496,No
Q9NZD4,P04156,No
Q12852,P29762,No
P40227,P62136,Yes
P14866,P47929,No
P61956,O00267,No
Q08945,P35251,Yes
Q16539,Q9Y6I3,No
O60671,Q06609,No
Q13523,Q9NW64,Yes
P05787,P24666,No
Q9BSI4,P35637,No
Q8IWR0,Q96BY9,No
Q8N2Y8,Q08379,Yes
P35637,P52298,Yes
P04632,P00505,No
Q9Y4G2,Q9UBS3,No
P11309,O75208,No
P39687,Q99417,No
P98175,O15530,No
P37268,O95831,No
Q96CS7,P16220,No
Q9NXU5,P06746,No
Q9H0H5,P01270,No
Q96PU5,Q12988,No
P11142,Q9UBQ0,No
O75251,Q12988,No
P61769,P02774,Yes
P49419,Q9H4M7,No
Q15011,Q7Z3C6,Yes
Q96GD3,O94762,No
Q9H0B6,Q9UM13,Yes
P14314,P61077,No
P63167,Q9Y6H5,No
Q8WWQ0,P53041,No
P56945,P18206,Yes
O95166,P78364,No
O43570,O60543,No
P00797,Q9Y2V2,No
Q15645,Q12809,No
Q6PI98,Q06830,No
P09960,Q9HA47,No
P12830,Q12824,Yes
P14174,O95760,No
P34896,Q8WWI1,No
P63208,P11274,No
Q9NP59,P09467,No
Q9NTK5,P04406,Yes
O60234,Q9H169,No
P09104,Q13200,No
P53621,P16152,No
Q96KS0,P55212,No
P16403,P62308,No
Q13332,P47929,No
Q12772,P16152,No
P29692,P41250,No
Q8TBC3,P55774,No
P13497,P02768,No
Q99081,Q9Y6H5,No
O75348,Q9HA47,No
P11441,O14744,Yes
P07858,Q9H832,No
Q13838,P51114,No
Q13438,P35579,Yes
P62995,P11766,No
P06493,P12956,Yes
Q6P2Q9,P05387,Yes
P09651,O95994,Yes
Q969W0,P46100,No
P53621,P50336,No
P35914,O60315,No
O60260,Q8NI35,No
Q9BXR0,P17028,No
P31689,P63104,No
O96013,P04637,Yes
Q7L5D6,Q8IWR0,No
O14678,P24593,No
P49903,Q13011,Yes
Q6P1J9,P35579,Yes
Q15554,Q9UNE7,Yes
Q9Y2S7,Q12929,No
Q14155,Q8IXH7,No
O43639,O75832,Yes
O60260,Q13200,No
Q7Z3C6,Q15397,No
Q71DI3,O00257,Yes
P17858,O00757,Yes
P30086,P83916,No
Q14558,O60828,No
P08243,Q5SZQ8,No
Q15181,Q5SZQ8,No
O76061,Q9UHF0,No
Q9Y2S7,Q14318,No
P62937,Q96AE4,No
P11021,O60884,Yes
Q7Z3C6,O43292,No
Q9H492,Q9HA47,No
Q14181,O00757,No
O43570,Q9HCU9,No
Q92540,Q99567,No
P36957,P49448,No
Q9HCU9,P41220,No
Q02750,Q8NI27,Yes
P55209,P04637,Yes
Q13523,Q9BWV1,No
Q92481,Q09472,Yes
P06865,P29074,No
P11169,Q9ULC4,No
Q8IX03,Q8NBJ7,No
O75381,Q71U36,Yes
Q7L5N1,P17936,No
Q96B36,P62308,No
P06576,P54274,No
Q00597,P0CG48,Yes
Q96AP0,Q9H668,Yes
P09326,P14555,No
P19367,Q9UK61,No
P84090,Q15583,No
Q13325,O15527,No
O00291,P56470,No
P51965,P26447,Yes
P80098,P63000,No
P02766,P63208,No
Q86XP3,Q96BY9,No
O95994,P12429,Yes
P35080,P42858,Yes
Q96PU5,Q96HL8,No
O15169,Q9NPH0,No
Q9NYZ3,P62820,Yes
P16403,Q9UQL6,Yes
Q96G74,Q9Y265,No
P02647,Q92575,No
O14717,P30086,No
P07900,Q9BQ04,No
Q99873,Q09472,Yes
Q9HCK4,P04899,No
P40925,Q03405,No
Q12809,P11142,Yes
Q13011,P48443,No
O00762,Q15005,No
P26641,Q8N2Y8,No
P50914,Q9UQ80,Yes
P09104,P40925,No
Q93091,O75569,No
Q9HCU9,Q13200,No
Q96RR1,O75381,No
O75828,P11766,No
Q9Y2S7,Q4VC44,No
Q8TDM6,P49448,No
O75525,Q9NS87,No
O60885,P06400,Yes
Q9NWY4,P16220,No
P27448,Q8TDM6,Yes
P49736,P55774,No
P60880,Q13636,No
P68104,P63000,Yes
P14618,P19367,Yes
P18669,Q14524,No
Q7L5N1,Q9UK32,No
P49736,Q9HC16,No
O95994,P05109,Yes
P80098,Q9HD15,No
P49759,P24593,No
Q04724,P39748,No
P84090,P33552,No
P42858,Q05193,Yes
P02794,P02768,Yes
P21741,P63279,No
P53621,P04899,No
Q8IWV7,Q15560,No
P07437,O75828,Yes
P22392,Q9Y2V2,No
O14775,P49771,Yes
Q96GD3,P52788,No
Q03405,P17936,Yes
Q9UPY8,Q9Y265,No
Q9UPY8,P12931,Yes
Q9P287,Q9NVJ2,No
Q01101,Q9Y4P8,No
P05787,P50336,No
Q14919,P33240,No
Q9Y2U9,P47929,No
P84090,Q15645,No
Q9Y296,P22234,No
P27694,P51784,No
P02008,Q96HS1,No
P07858,P21549,No
Q13813,O95466,No
O60884,Q96EH3,Yes
P60033,O95571,No
Q12840,Q9NQW7,No
P40926,P08559,Yes
P40925,Q4VC44,No
P35080,Q9NX18,No
P05387,Q12906,Yes
P35080,Q13200,No
Q9P289,P23246,No
P60709,Q9Y6Y0,Yes
P21246,Q92598,No
Q15436,P04439,Yes
P47897,O60828,No
P26641,Q99250,No
P01111,P21741,Yes
Q07869,P05090,Yes
P03950,Q86YL7,No
P59998,Q96AP0,No
P26373,Q9UQ80,Yes
O95251,P42773,No
Q8NE71,Q9H095,No
P47224,Q96AP0,No
P34896,Q8NBJ7,No
P43235,O95466,No
P30153,Q13148,No
Q96EA4,P46379,Yes
Q96GM8,O60543,No
P04637,P62861,Yes
Q12840,Q13332,No
Q9NZD4,P31943,No
Q03013,Q9HA47,No
P04637,P40227,Yes
Q8TBC3,P12931,No
P30533,Q13523,Yes
P05556,Q6P1J9,Yes
P06858,O15381,No
Q9BXR0,P49888,No
Q14194,Q9HCU9,No
Q03393,Q16539,No
P08559,P09466,No
O76003,Q8TF65,No
Q7Z3C6,Q9Y6I3,No
P60880,Q9Y2M5,No
P21964,Q9NS87,No
Q12824,O94761,Yes
Q8IWR0,Q969H8,No
P14174,Q96JB3,Yes
Q13501,O14640,Yes
O43570,Q9UKM9,No
Q9H773,O94762,No
Q93015,P47929,No
Q15121,P50402,No
P12956,P19793,Yes
P09466,Q15811,No
Q9NUT2,Q9UMR2,No
P98175,Q9BV38,No
P43307,Q12906,Yes
O76003,O14832,No
P17174,Q9NZM3,No
O60260,Q9UNN5,No
Q9UPT6,P50402,No
P14618,Q9UQL6,Yes
Q8NFP9,O60543,No
Q8WYH8,Q15910,No
O14976,Q9BV38,No
P13686,Q9P287,No
P68104,Q12852,No
Q07866,P61224,Yes
Q08945,Q06609,No
Q9NWV4,P13727,No
P63208,Q9Y294,No
Q14155,Q15397,No
P63167,Q9H492,No
Q13148,Q9H169,No
O75674,P50570,No
P49321,P42773,No
Q13426,O75251,No
P00966,P02768,No
P32456,P07900,Yes
Q9BXR0,Q15560,No
Q06323,P61289,Yes
Q92993,Q9NPH0,No
P23284,O60543,No
Q13459,Q96AE4,No
P30086,Q96HL8,No
Q9UM54,P61077,No
Q9C026,O60333,No
O15169,Q9NTX7,No
O43924,P05231,No
P54274,Q96AP0,Yes
Q09472,Q9NPJ6,Yes
Q9NXU5,Q9BPX5,No
P63208,Q9HC16,No
Q9Y5U2,O43809,No
Q9P2J2,P41220,No
Q99081,Q86YV5,No
Q99759,P56192,Yes
P07237,P10809,Yes
P61956,P07900,Yes
Q8NG27,Q9UNZ2,No
P84090,Q04446,No
Q01082,Q03405,No
P35637,P04637,Yes
O75807,P83916,No
O75828,P07437,Yes
Q96P48,Q99081,No
Q8WWQ0,Q9UPT6,No
P22736,Q8IVM0,No
P02794,O15496,No
Q13523,P35609,No
O75936,Q96BY9,No
P21549,O75381,No
P61224,Q9H0E2,Yes
Q7Z3C6,P83916,No
P24534,Q13330,No
Q969W0,P33552,No
P02792,P35579,No
O60256,Q9GZU1,No
P51671,P13727,No
O75400,P04899,No
Q92993,P50570,No
P52298,Q9BZI7,Yes
Q9NPI1,Q93077,Yes
O14744,Q8NFZ0,No
P35251,P49458,Yes
P09936,Q9NY59,No
Q08379,Q13541,No
O94761,Q86YP4,Yes
P20700,O00267,Yes
P21549,P17540,No
Q8IX03,P62995,No
Q8WWQ0,P39748,No
O94762,Q8WWI1,No
Q9NTG7,Q9NQW7,No
Q13523,O60885,Yes
Q13547,Q13227,Yes
P06493,P43034,Yes
P24394,P25189,No
Q9NWY4,Q13113,No
P16220,P46100,No
Q99873,P22736,Yes
P01023,P08133,Yes
Q13332,Q969X0,No
O60884,O95831,No
P43235,Q9HC16,No
P35998,Q13625,No
Q92597,P43307,No
P17174,Q9ULC4,No
Q04446,Q8WWI1,No
Q96GM8,Q13148,No
O15530,P06576,No
O43809,P09651,Yes
P46379,Q96EA4,No
P61011,O94761,Yes
P13747,Q9UMR2,No
P80098,P47929,No
Q7L2H7,P20042,Yes
Q9Y5U2,O15235,No
O95445,Q12809,No
P31689,P55316,No
P14555,P08670,Yes
P55789,Q03013,No
Q9NXU5,Q00610,No
Q9H0B6,P08133,No
P60174,O75899,No
O76061,Q9HCK4,No
Q96B02,P30086,No
Q13011,Q96Q04,No
Q13523,O14678,No
P02766,Q93091,No
Q13523,Q9UHF0,No
O14733,P07900,Yes
Q96EA4,P62979,Yes
Q9Y2W2,P35219,No
Q13239,P25189,No
Q9H0H5,Q14155,Yes
Q9UPY8,P05091,No
Q9Y4P8,Q9NVX7,No
P22234,P50570,No
Q9Y2U9,P46531,No
Q9Y6K8,Q9Y6I3,No
Q06265,Q13263,Yes
P09104,O75874,No
P06576,O60885,Yes
P30281,Q99759,No
P14174,Q9H3S7,Yes
O00445,O60885,No
Q9P298,Q9NX18,No
P30086,P47929,No
P62136,P16220,Yes
P17028,P51784,Yes
P07305,O95994,Yes
P29692,P46100,No
P62937,Q00536,No
Q04724,O95376,No
P14923,Q12929,No
O95273,P09429,No
O76003,Q15046,No
Q9P1W9,P04181,No
Q9UPY8,P50570,No
P49771,P0CG48,Yes
Q07666,P56470,No
Q03393,P63279,No
P26373,Q9NPA8,Yes
P08670,P29692,Yes
Q96PU5,Q9Y2V2,No
P35579,P26885,No
Q96GD3,P62979,No
O15530,P01111,Yes
Q9NQW7,Q9UHF0,No
P02647,P24666,No
Q9UQB8,P14866,Yes
Q9UPT6,Q5SZQ8,No
Q14790,Q99719,No
P08670,Q9HD15,No
P63165,Q16760,No
P05387,P04637,Yes
P60174,Q9NYY3,No
O95994,Q15436,Yes
O00257,P23921,No
O95630,P55774,No
P18206,Q99719,No
Q9Y6I3,P27986,Yes
Q13426,O95639,No
Q96B02,Q92997,No
P60174,P04899,No
O95166,Q13330,No
P02008,Q9BPX5,No
O43504,Q9Y2W2,No
P26641,O43809,No
P22736,O95696,No
Q969W0,Q9NX18,No
O60260,Q13332,No
Q9UKM9,Q15811,No
P07858,Q9UQL6,No
Q9H0H5,P51114,No
Q99567,P62826,Yes
P12956,Q13813,No
Q9H840,O14531,No
Q15910,Q01082,Yes
Q9UM54,Q9Y2V2,No
Q9Y295,P47756,Yes
Q86YP4,Q9H095,No
Q14181,O00151,No
P06493,Q9GZQ8,Yes
O75348,Q99567,No
P27694,P53602,No
P23381,Q15843,No
Q92993,Q14807,No
P13686,P01909,No
Q53H47,Q99653,No
O75874,P09960,Yes
P0DP23,P35609,Yes
P36957,Q92575,No
Q02363,O95273,Yes
P62937,Q9P2R6,No
P11309,P00742,No
P18206,Q00610,Yes
Q9UBQ0,P42568,No
P11021,Q96BY9,No
P49458,P20042,Yes
Q9UHX1,Q9H095,No
O43292,P55212,Yes
P36957,P68036,No
Q9Y4W6,P05388,Yes
P63279,Q13547,Yes
Q9P2J2,O15527,No
Q9H8U3,P61077,No
Q93091,P35269,No
Q16621,Q9H4M7,No
P02008,Q86YL7,No
Q9Y2S7,Q99759,No
Q14790,P05026,No
Q13432,P16220,No
Q92540,Q9NQC3,No
Q92481,P00742,No
Q13885,O00757,No
P11597,P20338,No
P09104,Q96CS7,No
P07900,Q9UKV3,No
Q9P287,P62826,No
Q9P1W9,Q9P287,No
Q9UKL0,P63165,Yes
P14635,Q14807,Yes
Q13325,P54274,No
Q9UIF7,Q15645,No
Q8TEY7,P22736,No
P48443,P00797,No
P23246,O15527,No
P63208,Q96CD2,No
Q9NQC3,Q96L34,No
P12956,O94761,Yes
Q9ULU8,Q53FA7,No
P60520,P35219,No
Q9UBQ0,P26885,No
Q00013,Q9P212,No
Q15436,P60520,Yes
P01111,P24593,No
P14866,P56192,Yes
P43034,P61006,No
Q16827,P55769,No
P63208,P33552,Yes
Q96GD4,Q15758,No
P09104,P20042,No
Q9HCU9,O95372,No
O94953,Q6IBS0,No
O96007,P24666,No
P61956,P35998,No
P11169,P62070,No
Q9UPY8,Q9NWZ3,No
Q13227,P55769,No
P08670,Q9BX70,No
Q9Y4P1,Q14807,No
O76003,P55212,No
O95445,P60174,No
P54105,Q15119,No
Q13332,P59665,No
P56470,Q9UQ90,No
P14174,Q14807,No
Q12962,Q8N6T7,No
Q14790,P31994,No
P63167,O60315,No
P22314,P07237,Yes
Q00610,Q9H095,No
P49903,Q9Y6I3,No
P04049,P0DP23,Yes
Q99700,Q13148,Yes
Q96KS0,O60701,No
Q8IWR0,Q9H4M7,No
Q96B36,Q8WWI1,No
P07900,P18206,No
P10451,P47929,No
P04637,P06396,Yes
P60520,Q15388,No
Q14919,Q9BY11,No
P07814,Q96AE4,No
Q9UQF2,P46531,No
Q01101,Q96HS1,No
Q05516,P47756,No
P05787,Q15046,No
P09466,Q9P2J2,No
Q9Y4G2,Q9NS87,No
O15197,O75319,No
Q96G74,P51513,No
Q9NWV4,Q14807,No
Q13227,Q9UNE7,No
Q96GD3,Q9H1J1,No
Q13523,P62979,No
Q6PI98,Q9GZN7,No
Q9NYY3,Q9Y6Y0,No
Q9Y5U2,Q92956,No
P42773,Q99081,No
Q15181,P63279,No
Q9BYC9,P04181,No
O15530,Q9H4M7,Yes
P49903,Q9H4T2,No
Q9Y2S7,Q9Y6I3,No
P55789,Q53FA7,No
Q8TEY7,P02768,No
P23381,Q09013,No
O00422,Q8IX03,No
P49458,P35251,Yes
Q9Y5U2,Q92995,No
P49419,Q9GZU1,No
O60256,Q8IYB7,No
P09326,P04156,No
P04632,P55212,Yes
P47224,Q9P2J2,No
Q15262,Q9Y6H5,No
Q9Y4W6,P35609,No
Q6P1J9,Q9UMS0,No
Q07666,Q8N2I9,No
Q9UM73,Q99759,Yes
A4D1P6,Q9HCU9,No
P10809,P24534,Yes
Q9Y4P1,P05091,No
Q8TBC3,Q7L5N1,Yes
Q8NEV4,P60903,No
P29762,P55854,No
P19838,P22061,Yes
P23246,O95425,No
P12956,P46100,Yes
Q96CD2,Q53FA7,No
Q9Y2W2,P60903,No
A4D1P6,P60174,No
P02771,P55854,No
Q9H840,Q9NPH0,No
P78364,Q9Y483,Yes
A4D1P6,Q9Y4P8,No
P53041,P07900,Yes
Q13227,Q99081,No
Q12824,Q9NPI1,Yes
O95166,O96013,No
P32004,P14091,Yes
Q6IAA8,Q5SZQ8,No
P02794,Q16539,No
P68400,Q92997,Yes
Q13239,O95376,No
Q7L5D6,Q9UKY1,No
P22234,P20338,No
Q99567,P52948,Yes
Q8N6T3,P49736,No
Q96P48,P02792,No
P05413,P05556,Yes
P42356,Q92963,No
Q9NRC8,P24941,Yes
Q6IAA8,O00757,No
P13686,Q9BZI7,No
P05413,P50616,No
P23381,Q9UQL6,No
P10451,Q9UNI6,No
P10451,Q9BPU6,No
P08243,Q9BWV1,No
O15530,O96007,No
P60709,Q13148,Yes
P49419,Q92598,No
Q12824,O14777,No
Q13426,Q07869,No
P60520,P33552,No
P07900,P22607,Yes
Q9UBQ0,Q12906,No
Q09472,O60885,Yes
P14923,Q9NS87,No
Q16539,P00390,No
P05091,Q9Y6I3,No
P01023,Q9Y6I3,No
P60033,P07900,Yes
Q9UQ90,Q96Q04,No
P62820,P04844,Yes
Q9P1W9,P17480,No
Q9H4M7,Q13112,Yes
P00918,Q92956,No
P38936,Q9NVJ2,No
P68036,Q9Y6I3,No
P41220,P07858,Yes
Q15233,P60709,Yes
O95704,Q9ULU8,No
Q96GM8,P20042,No
P62995,Q9NX18,No
O14907,P83916,No
Q8WYH8,Q9NZL4,No
O94953,Q96EP1,No
P10809,P19838,Yes
P05091,P23284,No
P53621,P20338,No
O95568,P11172,No
P00533,Q9P212,No
P05091,Q92995,No
P07437,O14531,Yes
O76061,P49771,No
Q9P298,P40926,No
P27448,P00533,No
Q13813,Q96B36,No
Q9ULU8,P17540,No
Q86XP3,P53779,No
Q9GZT6,Q96AE4,No
Q8N8Q3,Q99496,No
P08758,P20827,No
Q9H8U3,P05026,No
O75674,P23246,No
O14640,Q8IXH7,No
Q86VK4,P50402,No
Q9ULU8,P51965,No
Q99962,Q02363,No
Q9NTK5,P61970,No
Q92481,Q99685,No
Q01101,O43252,No
P14174,P80098,No
Q9Y294,P60903,No
Q13813,O14732,No
Q6P2Q9,Q08945,Yes
Q12988,P17936,Yes
P21246,P04632,No
Q96IZ0,P31943,Yes
Q08345,Q7Z3C6,No
Q13227,P01909,No
P08559,Q8N159,No
O76071,Q99496,No
Q16827,P16152,No
P04049,P10809,Yes
P43034,O43927,No
P18669,P42330,No
P08559,P40926,Yes
Q00013,Q15005,No
O60884,P34896,No
P42773,P08243,No
P00533,Q53FA7,No
P18669,Q09013,No
Q08379,P60174,No
P05388,P30044,No
P30086,Q96JB3,No
P61956,Q9UBT2,No
P07900,P51784,Yes
Q86VK4,Q15181,No
P22736,P68400,No
Q9UPT6,Q02750,Yes
Q9Y4P1,P22607,No
P30086,Q9BPU6,No
O00257,Q8NCC3,No
Q969X0,Q9UMR2,No
P21246,P13686,No
P22234,O94761,Yes
P39748,Q99685,No
P60174,O60256,No
O60260,P14923,No
P26358,P06400,Yes
Q13885,P01040,No
P04637,Q9BV38,No
Q8WVM7,P02768,Yes
Q8IX03,P15822,No
P41214,P62861,Yes
Q13123,P01033,No
Q12824,Q8IYT8,No
Q9H1I8,O94761,Yes
P09936,Q99685,No
P09936,Q6IBS0,No
Q13426,O75899,No
Q9HCU9,P14555,No
Q16827,P47929,No
P41250,O60828,No
Q9H773,Q9GZQ8,No
P60880,P84077,Yes
P61289,P54578,Yes
Q9Y233,Q06830,No
Q13107,Q9H1I8,No
Q9NP59,P50402,No
Q9Y233,Q9NS87,No
Q9UEU0,Q9BPU6,No
P24522,Q13085,No
Q13200,Q8N6T7,Yes
P50542,P21549,Yes
P11441,O15235,Yes
P56470,Q9UNN5,No
P07737,Q71DI3,Yes
P62937,O00757,No
Q9H1J1,Q12809,No
Q92692,Q13263,No
O75874,P09104,Yes
Q8IWV7,P26358,No
Q9NPI1,P49448,No
P60709,P24941,Yes
P40227,P42858,Yes
P35475,Q08116,No
P07814,P50616,No
Q8TEY7,Q00536,No
Q9UNQ2,P00533,Yes
Q9NWS0,Q14683,Yes
P63165,O60701,No
Q9UHX1,O15235,No
Q14697,O15235,Yes
Q9UQL6,P50402,Yes
P18669,P06858,No
Q96GD4,P46087,Yes
P51114,P17028,No
P21246,P05413,No
P08670,P62979,No
P21741,P31943,No
Q8WXF1,Q9Y295,Yes
Q13148,Q99759,No
Q04724,Q9NQC3,No
P09466,Q06830,No
P19838,Q14194,Yes
Q8NFP9,Q08945,No
P09326,Q8N159,No
Q13838,P84090,Yes
Q8N5F7,Q6P2Q9,Yes
Q96EP1,Q9UK32,No
O95568,Q9UQB8,No
P27707,Q96BY9,No
Q8IX03,P50591,No
Q9UQF2,P35579,No
Q14204,P14866,Yes
P21579,P32942,No
Q9P289,Q13951,No
P55789,Q6IBS0,No
Q9Y2W2,O43809,No
P30044,Q14061,Yes
Q96GD4,P20827,No
P61088,Q13085,Yes
Q14919,P22736,No
Q14974,Q9H4M7,Yes
O60885,Q96KS0,Yes
O14678,Q6PD74,No
Q03393,P49675,No
P54578,Q7L2H7,Yes
Q9Y296,Q13332,No
P15822,P13727,No
Q8WWI1,P60709,Yes
P27986,P04637,Yes
P18669,Q9UHF0,No
P51693,Q149N8,No
P61769,P18206,No
Q9GZQ8,P01033,No
Q6IAA8,Q9BPU6,No
Q16539,P51159,No
P68032,P11441,Yes
Q00013,P54274,No
P08243,P40926,No
Q01082,Q14318,No
O14732,O95361,No
Q96B02,Q96P48,No
Q13426,O14733,No
Q15434,P20827,No
Q9NRC8,P05026,No
P78364,O00757,No
P24534,P51693,No
P14174,Q15046,No
P54578,O75964,Yes
P60880,O14640,No
P51693,Q9NTK5,No
Q9Y2S7,P50336,No
O95251,Q9Y6Y0,No
P19256,Q9UKM9,No
Q99963,Q92879,No
O60256,P52565,No
Q93091,Q9P212,No
Q14194,O43390,No
Q15047,P22736,No
Q08945,Q9NW64,Yes
P02647,P26358,No
